id,idade,genero,estado_civil,educacao,regime_trabalho,data_contratacao,data_demissao,tipo_demissao,cargo,salario_atual,data_ultimo_feedback,data_ultimo_aumento,data_ultima_mudanca_cargo,nota_avaliacao,acompanhamento_psicologo,qtde_projetos,qtde_clientes,nivel_satisfacao_gestor,churn
EMP1831,46,F,Casado(a),Bachelor,Híbrido,2021-03-08,,,Junior Developer,21805,2022-02-26,2023-11-05,2021-12-17,9.7,False,2,2,5.4,0
EMP0881,48,Outro,Viúvo(a),PhD,Remoto,2021-03-09,,,Product Manager,6041,2023-12-17,2022-09-09,2022-12-30,6.2,False,8,3,7.3,0
EMP0207,22,M,Viúvo(a),Master,Híbrido,2021-03-10,,,Product Manager,12531,2023-03-06,2022-08-21,2023-02-05,6.5,True,4,1,9.6,0
EMP1286,36,F,Casado(a),Technical Degree,Híbrido,2021-03-12,,,Junior Developer,21923,2023-01-20,2023-01-19,2023-03-20,9.5,False,8,1,7.1,0
EMP0074,31,M,Divorciado(a),Master,Remoto,2021-03-13,,,Senior Developer,6619,2023-06-12,2021-07-11,2022-02-13,7.0,True,9,1,2.1,0
EMP0061,25,F,Viúvo(a),Bachelor,Remoto,2021-03-14,,,Product Manager,9164,2024-03-22,2021-12-09,2024-05-26,9.9,True,2,5,2.9,0
EMP0624,48,Outro,Casado(a),PhD,Híbrido,2021-03-14,,,Data Scientist,7739,2022-05-01,2024-03-21,2022-09-20,8.2,True,4,7,8.4,0
EMP0374,34,M,Viúvo(a),Master,Remoto,2021-03-16,,,Product Manager,22958,2023-08-13,2023-09-26,2022-06-26,9.7,True,6,7,6.1,0
EMP0405,28,Outro,Divorciado(a),Master,Híbrido,2021-03-17,,,Tech Lead,24229,2024-01-30,2021-11-05,2023-02-21,9.0,False,2,5,8.0,0
EMP1764,36,Outro,Divorciado(a),Master,Remoto,2021-03-18,2024-03-27,Involuntária,DevOps Engineer,7019,2022-11-27,2022-03-11,2021-11-02,7.8,True,2,1,3.7,1
EMP1985,50,F,Solteiro(a),Technical Degree,Presencial,2021-03-19,,,Product Manager,5367,2024-07-12,2023-11-13,2023-10-22,7.1,True,6,2,9.5,0
EMP0905,33,Outro,Solteiro(a),Technical Degree,Híbrido,2021-03-20,,,QA Engineer,18240,2021-09-13,2021-10-11,2021-12-31,8.6,False,5,5,7.7,0
EMP0694,32,Outro,Solteiro(a),Technical Degree,Remoto,2021-03-20,,,Junior Developer,14777,2021-07-13,2021-12-31,2024-01-15,7.7,True,2,2,3.9,0
EMP1610,31,M,Divorciado(a),Technical Degree,Híbrido,2021-03-21,,,Junior Developer,13936,2021-08-26,2023-01-14,2023-12-04,10.0,True,5,2,9.1,0
EMP0736,22,F,Casado(a),Bachelor,Presencial,2021-03-23,,,Product Manager,6244,2024-01-22,2023-10-12,2023-04-26,6.5,True,3,2,3.2,0
EMP0662,28,F,Solteiro(a),PhD,Híbrido,2021-03-23,,,QA Engineer,18306,2022-08-11,2024-07-25,2021-09-06,6.7,True,7,7,9.3,0
EMP1444,38,F,Solteiro(a),Bachelor,Híbrido,2021-03-23,,,QA Engineer,19753,2024-06-09,2022-09-25,2022-04-01,7.0,False,6,5,1.4,0
EMP1353,32,F,Divorciado(a),Technical Degree,Remoto,2021-03-24,,,Senior Developer,17873,2023-12-17,2022-07-11,2021-07-30,7.0,False,6,7,1.9,0
EMP0316,29,F,Casado(a),Bachelor,Remoto,2021-03-24,,,UX Designer,12737,2024-10-17,2022-04-17,2024-09-15,6.5,False,9,5,2.7,0
EMP0171,39,Outro,Viúvo(a),Bachelor,Híbrido,2021-03-25,,,UX Designer,14715,2022-10-04,2023-09-03,2023-12-14,8.8,False,4,1,3.0,0
EMP1314,39,Outro,Viúvo(a),PhD,Híbrido,2021-03-26,,,Senior Developer,24763,2021-12-30,2023-06-04,2024-04-16,7.6,True,7,5,6.9,0
EMP0658,29,F,Solteiro(a),PhD,Remoto,2021-03-28,,,Product Manager,23302,2022-06-19,2021-12-26,2023-12-02,7.4,True,4,6,3.4,0
EMP1031,35,F,Viúvo(a),Bachelor,Presencial,2021-03-28,2024-06-28,Involuntária,QA Engineer,15196,2021-10-27,2024-01-08,2022-01-10,6.1,True,9,2,3.1,1
EMP0213,49,F,Divorciado(a),Bachelor,Presencial,2021-03-29,,,Junior Developer,6633,2023-07-05,2022-08-09,2022-12-16,6.3,False,2,1,4.9,0
EMP0363,43,M,Viúvo(a),Master,Remoto,2021-03-29,2024-10-08,Involuntária,Product Manager,11582,2021-06-25,2024-02-29,2022-12-06,9.5,False,7,5,9.8,1
EMP0813,27,Outro,Solteiro(a),Technical Degree,Presencial,2021-03-30,,,QA Engineer,20300,2024-02-08,2024-02-25,2024-05-15,9.9,True,5,5,9.9,0
EMP1455,51,F,Casado(a),Master,Híbrido,2021-03-30,,,Tech Lead,10797,2024-06-23,2021-12-17,2021-07-18,8.3,True,7,6,1.1,0
EMP1685,41,F,Solteiro(a),Technical Degree,Presencial,2021-03-31,,,Product Manager,24355,2022-05-20,2022-05-23,2021-08-13,8.9,False,2,7,1.5,0
EMP1363,39,Outro,Casado(a),Technical Degree,Presencial,2021-04-01,2024-03-23,Voluntária,UX Designer,22625,2023-07-11,2023-03-24,2023-03-08,8.3,False,2,5,6.9,1
EMP0683,28,M,Solteiro(a),Bachelor,Presencial,2021-04-01,,,UX Designer,23961,2021-04-08,2021-05-17,2022-12-03,9.0,True,1,1,5.7,0
EMP1211,35,F,Divorciado(a),PhD,Híbrido,2021-04-03,,,QA Engineer,5600,2023-02-24,2024-03-01,2024-03-09,6.3,False,9,6,3.4,0
EMP1168,38,Outro,Divorciado(a),PhD,Remoto,2021-04-04,,,Junior Developer,24359,2021-12-28,2022-06-10,2021-05-18,9.3,False,5,6,3.5,0
EMP0143,42,Outro,Solteiro(a),PhD,Remoto,2021-04-05,,,QA Engineer,17765,2022-05-17,2022-01-31,2021-05-25,6.7,False,2,7,4.7,0
EMP0704,36,Outro,Solteiro(a),Bachelor,Híbrido,2021-04-06,,,QA Engineer,11696,2022-12-12,2022-01-26,2023-11-10,8.3,False,7,4,5.0,0
EMP1160,37,M,Solteiro(a),PhD,Remoto,2021-04-08,,,Junior Developer,19819,2023-03-14,2023-01-07,2021-12-28,9.2,False,8,3,1.8,0
EMP1093,30,F,Viúvo(a),Bachelor,Remoto,2021-04-11,2022-02-10,Voluntária,UX Designer,5026,2021-09-11,2021-11-23,2021-09-22,9.5,True,5,6,7.9,1
EMP1489,29,F,Divorciado(a),Master,Presencial,2021-04-12,,,Tech Lead,13160,2023-01-14,2023-01-20,2022-11-29,8.7,False,4,2,4.8,0
EMP0059,38,Outro,Divorciado(a),PhD,Presencial,2021-04-13,,,UX Designer,9673,2021-08-29,2021-06-16,2023-02-18,9.2,True,6,4,9.8,0
EMP0251,52,M,Solteiro(a),Master,Híbrido,2021-04-13,,,QA Engineer,5442,2024-07-04,2024-07-28,2021-05-25,8.1,True,4,2,1.4,0
EMP0898,43,M,Solteiro(a),Master,Híbrido,2021-04-13,,,Tech Lead,16391,2023-06-06,2021-10-12,2021-11-08,9.2,False,8,5,4.8,0
EMP0686,47,Outro,Divorciado(a),Technical Degree,Híbrido,2021-04-15,,,Product Manager,20184,2022-09-03,2023-11-14,2023-03-24,6.3,False,8,4,4.4,0
EMP0755,48,M,Casado(a),Master,Presencial,2021-04-15,,,DevOps Engineer,22472,2022-06-21,2024-06-18,2023-12-14,9.2,True,9,1,8.5,0
EMP0057,30,F,Solteiro(a),PhD,Híbrido,2021-04-16,,,UX Designer,9544,2024-08-03,2022-07-11,2021-04-30,8.7,False,2,4,3.4,0
EMP0414,47,Outro,Divorciado(a),PhD,Presencial,2021-04-16,,,DevOps Engineer,23286,2024-02-04,2024-06-03,2023-04-11,8.1,True,8,4,4.8,0
EMP1679,44,F,Solteiro(a),Bachelor,Remoto,2021-04-17,,,Senior Developer,6739,2021-06-09,2023-04-22,2021-09-26,9.2,False,9,4,7.2,0
EMP0735,29,M,Solteiro(a),Bachelor,Presencial,2021-04-18,,,Junior Developer,9725,2021-09-04,2022-02-21,2021-05-06,7.9,False,1,2,3.2,0
EMP1515,36,F,Divorciado(a),Bachelor,Híbrido,2021-04-18,,,UX Designer,23530,2021-05-02,2024-05-14,2023-05-23,7.2,True,9,7,3.6,0
EMP0162,43,M,Casado(a),Bachelor,Presencial,2021-04-18,,,Senior Developer,10752,2023-06-11,2022-02-24,2022-06-30,9.4,False,8,1,3.1,0
EMP1529,26,Outro,Casado(a),Master,Remoto,2021-04-21,,,Junior Developer,10868,2021-10-22,2022-02-23,2021-05-21,8.6,False,4,4,8.7,0
EMP1554,32,M,Divorciado(a),Technical Degree,Híbrido,2021-04-21,,,Data Scientist,8846,2023-01-29,2024-06-07,2023-04-02,8.2,True,1,3,6.2,0
EMP0006,27,F,Casado(a),Technical Degree,Remoto,2021-04-21,,,Senior Developer,11873,2024-02-19,2024-09-04,2021-06-14,7.8,False,4,6,7.5,0
EMP1931,44,Outro,Solteiro(a),Technical Degree,Presencial,2021-04-22,2021-10-16,Involuntária,DevOps Engineer,12790,2021-05-01,2021-05-28,2021-08-25,7.1,True,5,5,5.5,1
EMP0332,44,M,Solteiro(a),Bachelor,Presencial,2021-04-23,,,QA Engineer,11296,2023-12-14,2021-06-13,2024-10-12,9.3,False,7,5,3.9,0
EMP0283,28,M,Casado(a),Technical Degree,Presencial,2021-04-23,,,Data Scientist,23591,2023-08-12,2021-07-21,2023-02-03,9.6,True,7,1,3.6,0
EMP0469,34,M,Divorciado(a),Technical Degree,Híbrido,2021-04-24,2024-05-21,Involuntária,Junior Developer,13219,2022-08-26,2023-01-17,2023-12-10,8.1,True,2,1,5.5,1
EMP0160,39,F,Solteiro(a),Bachelor,Remoto,2021-04-25,,,Tech Lead,6286,2022-11-02,2023-03-13,2023-02-08,8.7,False,7,5,2.7,0
EMP0295,50,Outro,Solteiro(a),PhD,Híbrido,2021-04-25,,,Tech Lead,8696,2022-12-04,2022-08-03,2021-10-27,7.8,False,1,2,9.9,0
EMP0652,35,M,Divorciado(a),PhD,Presencial,2021-04-27,,,Tech Lead,6214,2023-10-28,2022-10-25,2023-03-03,7.6,True,5,3,8.5,0
EMP1660,34,Outro,Casado(a),PhD,Presencial,2021-04-28,,,UX Designer,6935,2024-02-18,2022-11-13,2021-09-01,8.4,True,5,2,8.4,0
EMP0114,45,Outro,Casado(a),Bachelor,Remoto,2021-04-29,,,Product Manager,21220,2022-03-27,2022-04-26,2023-08-21,8.6,True,3,5,2.1,0
EMP0696,40,F,Solteiro(a),Technical Degree,Híbrido,2021-04-30,2023-02-07,Involuntária,Product Manager,22173,2021-09-23,2022-10-15,2021-12-12,7.6,True,1,6,8.9,1
EMP1763,28,M,Divorciado(a),Technical Degree,Remoto,2021-05-01,,,Junior Developer,17443,2023-06-01,2023-11-12,2023-01-10,9.4,False,8,2,7.0,0
EMP0489,35,M,Solteiro(a),Master,Remoto,2021-05-01,,,Data Scientist,21374,2023-01-07,2022-01-05,2021-08-06,8.0,True,9,6,1.6,0
EMP1268,24,Outro,Divorciado(a),Technical Degree,Híbrido,2021-05-01,,,UX Designer,11105,2024-03-12,2022-12-11,2021-08-05,6.4,True,6,6,2.5,0
EMP0358,49,M,Divorciado(a),PhD,Híbrido,2021-05-02,2024-09-18,Involuntária,Senior Developer,19211,2023-02-24,2021-06-03,2022-04-23,9.4,False,4,6,6.3,1
EMP0490,48,F,Casado(a),Bachelor,Híbrido,2021-05-03,,,QA Engineer,16357,2023-09-09,2023-11-25,2021-09-08,7.7,True,5,6,2.8,0
EMP0088,28,F,Solteiro(a),Technical Degree,Híbrido,2021-05-03,,,DevOps Engineer,9757,2022-10-28,2023-07-22,2022-01-26,6.9,False,5,1,2.6,0
EMP0842,30,F,Viúvo(a),Bachelor,Presencial,2021-05-03,2023-02-17,Voluntária,UX Designer,22743,2021-08-30,2021-11-06,2022-05-20,9.5,False,4,6,6.0,1
EMP0186,44,M,Divorciado(a),Bachelor,Híbrido,2021-05-03,,,QA Engineer,9940,2022-01-16,2023-12-28,2021-12-23,6.2,True,1,5,8.2,0
EMP1424,53,Outro,Solteiro(a),Technical Degree,Remoto,2021-05-04,,,UX Designer,5087,2021-05-04,2022-03-22,2021-10-28,9.7,False,3,6,8.1,0
EMP0717,34,Outro,Solteiro(a),Technical Degree,Remoto,2021-05-05,,,Tech Lead,9392,2024-06-08,2023-02-22,2022-12-05,7.9,False,6,2,3.4,0
EMP0269,44,F,Casado(a),Master,Remoto,2021-05-05,,,QA Engineer,17145,2022-03-25,2023-01-31,2024-06-06,7.0,False,4,5,8.2,0
EMP1665,37,Outro,Casado(a),Master,Remoto,2021-05-07,,,Senior Developer,16058,2024-07-23,2022-03-15,2023-09-27,9.6,True,4,6,7.6,0
EMP0211,35,M,Solteiro(a),Master,Híbrido,2021-05-07,,,Tech Lead,6753,2024-01-07,2024-02-06,2023-11-10,6.8,True,3,3,9.7,0
EMP0048,27,Outro,Divorciado(a),Bachelor,Remoto,2021-05-08,,,Senior Developer,20485,2024-07-12,2021-10-16,2021-10-30,8.0,True,2,4,6.1,0
EMP1447,53,Outro,Viúvo(a),Master,Presencial,2021-05-10,,,QA Engineer,6258,2022-11-04,2022-07-07,2022-08-22,8.8,True,1,5,7.4,0
EMP0493,23,M,Divorciado(a),Technical Degree,Remoto,2021-05-10,,,UX Designer,7721,2022-02-28,2022-12-27,2023-10-06,6.7,False,1,2,7.5,0
EMP0627,41,Outro,Solteiro(a),Technical Degree,Remoto,2021-05-11,2021-09-21,Involuntária,Senior Developer,5211,2021-07-07,2021-07-09,2021-05-24,8.2,False,4,4,3.7,1
EMP0193,34,F,Solteiro(a),Master,Remoto,2021-05-12,,,DevOps Engineer,19571,2021-12-06,2023-01-19,2024-09-22,6.2,False,6,6,9.9,0
EMP0707,50,Outro,Casado(a),Master,Remoto,2021-05-12,,,Junior Developer,16139,2022-10-16,2022-07-02,2023-03-19,7.1,False,7,1,9.5,0
EMP1945,52,M,Viúvo(a),Technical Degree,Híbrido,2021-05-13,,,DevOps Engineer,24522,2024-08-16,2021-08-04,2022-02-10,7.8,False,6,3,7.8,0
EMP1373,24,F,Viúvo(a),Master,Presencial,2021-05-14,2021-09-09,Voluntária,Senior Developer,7589,2021-05-30,2021-07-26,2021-07-28,6.1,False,2,1,3.4,1
EMP0274,44,F,Solteiro(a),Bachelor,Presencial,2021-05-14,,,DevOps Engineer,11318,2023-12-05,2024-06-15,2022-03-06,6.7,True,5,1,3.5,0
EMP0148,27,M,Solteiro(a),PhD,Híbrido,2021-05-14,,,Tech Lead,6229,2022-03-12,2021-05-25,2021-12-18,8.8,False,5,2,9.7,0
EMP0930,29,M,Viúvo(a),Technical Degree,Híbrido,2021-05-15,,,DevOps Engineer,7477,2021-11-07,2023-10-21,2022-01-07,9.7,False,7,3,8.0,0
EMP0997,45,Outro,Casado(a),Technical Degree,Remoto,2021-05-18,,,Data Scientist,11721,2023-01-12,2024-03-04,2023-09-08,6.5,False,2,1,7.4,0
EMP1693,44,F,Solteiro(a),Bachelor,Presencial,2021-05-18,2024-05-14,Involuntária,UX Designer,9464,2023-08-06,2021-08-06,2023-07-20,8.0,False,5,5,1.4,1
EMP1987,51,F,Divorciado(a),PhD,Híbrido,2021-05-20,,,Senior Developer,14214,2022-10-09,2023-03-21,2023-10-26,7.2,True,2,7,1.6,0
EMP0030,22,F,Viúvo(a),Master,Presencial,2021-05-20,,,Product Manager,18121,2024-07-12,2024-05-27,2022-11-09,7.8,True,6,3,5.2,0
EMP0576,50,M,Solteiro(a),Technical Degree,Híbrido,2021-05-23,,,DevOps Engineer,7833,2022-04-15,2023-03-24,2024-08-18,8.6,True,5,6,5.5,0
EMP0651,44,M,Divorciado(a),Master,Remoto,2021-05-23,,,Senior Developer,7568,2021-06-05,2022-11-08,2023-07-17,9.0,False,9,5,8.2,0
EMP1441,41,F,Casado(a),Master,Híbrido,2021-05-23,,,Tech Lead,16683,2023-01-01,2021-11-29,2023-08-18,8.2,True,3,7,4.3,0
EMP0232,32,M,Divorciado(a),Bachelor,Presencial,2021-05-23,,,Junior Developer,10827,2022-01-20,2024-07-08,2023-09-22,6.3,False,8,2,7.0,0
EMP1587,26,M,Divorciado(a),PhD,Presencial,2021-05-24,2024-09-02,Involuntária,Product Manager,17504,2022-05-25,2024-07-10,2024-07-10,9.9,True,9,4,1.7,1
EMP1102,52,F,Casado(a),PhD,Remoto,2021-05-25,2021-08-30,Voluntária,DevOps Engineer,24474,2021-07-22,2021-05-31,2021-07-10,6.6,True,5,3,8.2,1
EMP0112,41,M,Solteiro(a),Master,Híbrido,2021-05-26,,,UX Designer,7033,2021-12-22,2023-05-20,2024-07-15,7.2,False,5,1,3.5,0
EMP0872,32,Outro,Viúvo(a),PhD,Presencial,2021-05-26,,,Senior Developer,6068,2022-03-21,2023-03-16,2022-10-14,8.3,True,1,6,6.1,0
EMP1608,52,M,Divorciado(a),Bachelor,Remoto,2021-05-26,,,UX Designer,19941,2022-09-15,2022-11-01,2023-01-31,8.7,True,8,2,3.1,0
EMP1035,41,Outro,Casado(a),Master,Híbrido,2021-05-26,,,Junior Developer,22715,2021-10-11,2023-05-13,2022-11-02,9.9,False,1,3,5.4,0
EMP1703,38,F,Solteiro(a),Technical Degree,Presencial,2021-05-27,,,Senior Developer,19602,2023-03-21,2022-04-27,2022-02-04,7.5,False,5,6,9.7,0
EMP0317,41,M,Solteiro(a),PhD,Híbrido,2021-05-28,,,Tech Lead,18065,2022-03-04,2021-12-12,2021-08-16,8.1,True,2,4,5.9,0
EMP1326,50,F,Casado(a),Master,Remoto,2021-05-28,2022-01-14,Voluntária,DevOps Engineer,13916,2021-07-17,2021-11-29,2021-10-23,6.6,False,5,4,1.0,1
EMP0218,33,F,Viúvo(a),Technical Degree,Híbrido,2021-05-29,,,Data Scientist,12239,2022-09-13,2022-01-31,2022-06-27,9.2,True,8,2,2.4,0
EMP0037,51,M,Divorciado(a),Master,Remoto,2021-05-29,2024-08-04,Involuntária,Senior Developer,12390,2021-06-21,2022-01-18,2024-06-01,6.1,True,1,5,7.2,1
EMP0788,25,F,Viúvo(a),PhD,Presencial,2021-05-30,2022-11-16,Involuntária,QA Engineer,19599,2022-10-19,2021-12-16,2022-09-10,8.1,True,9,1,5.9,1
EMP0450,44,F,Solteiro(a),Master,Remoto,2021-05-31,,,QA Engineer,24029,2024-10-16,2022-04-03,2023-04-13,7.9,False,5,6,7.1,0
EMP0261,38,M,Solteiro(a),Technical Degree,Presencial,2021-05-31,,,Tech Lead,7490,2023-03-24,2022-01-23,2023-09-05,6.1,True,7,2,5.3,0
EMP0804,31,Outro,Solteiro(a),PhD,Presencial,2021-06-01,,,Senior Developer,22713,2022-04-12,2023-10-15,2023-07-13,7.6,True,8,6,6.1,0
EMP1322,23,Outro,Casado(a),PhD,Híbrido,2021-06-01,2022-08-02,Voluntária,Tech Lead,20365,2021-07-29,2021-09-01,2022-05-10,8.3,True,1,1,5.9,1
EMP1176,47,F,Divorciado(a),Master,Presencial,2021-06-01,,,QA Engineer,18065,2024-01-28,2022-04-10,2022-07-26,6.7,False,4,3,9.6,0
EMP0509,28,M,Divorciado(a),Bachelor,Presencial,2021-06-02,,,QA Engineer,18273,2021-08-15,2022-06-28,2023-01-08,7.3,False,9,5,4.2,0
EMP1408,28,F,Divorciado(a),Technical Degree,Remoto,2021-06-03,,,DevOps Engineer,22970,2023-02-21,2024-08-29,2023-05-09,8.1,True,8,3,10.0,0
EMP0128,40,M,Solteiro(a),PhD,Presencial,2021-06-05,,,Product Manager,22317,2021-09-03,2023-11-15,2021-06-08,6.9,True,3,1,6.9,0
EMP1747,30,F,Divorciado(a),Master,Híbrido,2021-06-05,2021-11-20,Voluntária,Senior Developer,7587,2021-08-22,2021-08-20,2021-10-12,7.5,False,7,5,8.3,1
EMP1881,54,Outro,Divorciado(a),PhD,Remoto,2021-06-06,,,Data Scientist,12110,2024-09-14,2023-08-16,2024-01-06,6.2,False,8,6,9.1,0
EMP1278,53,M,Solteiro(a),Master,Remoto,2021-06-06,,,UX Designer,9221,2021-06-17,2023-04-13,2024-01-17,8.7,True,5,3,4.6,0
EMP1189,34,Outro,Solteiro(a),Technical Degree,Presencial,2021-06-08,,,Junior Developer,19879,2022-09-24,2023-12-30,2023-02-04,7.3,False,1,5,2.2,0
EMP1862,48,M,Casado(a),Master,Híbrido,2021-06-10,,,Senior Developer,17344,2021-07-09,2022-01-24,2022-06-02,8.8,True,7,4,9.4,0
EMP1434,53,F,Viúvo(a),Bachelor,Híbrido,2021-06-11,2024-07-16,Voluntária,QA Engineer,21375,2022-11-05,2023-12-04,2023-07-23,8.1,True,3,6,9.0,1
EMP1898,54,Outro,Viúvo(a),Bachelor,Presencial,2021-06-12,2023-01-05,Involuntária,Tech Lead,14795,2021-12-11,2022-09-06,2021-08-22,6.2,True,5,1,4.3,1
EMP1076,24,M,Casado(a),Master,Remoto,2021-06-12,,,UX Designer,9870,2023-03-28,2021-10-27,2021-12-07,9.5,False,3,7,8.0,0
EMP0988,42,M,Divorciado(a),Master,Remoto,2021-06-14,,,Product Manager,8280,2021-11-14,2021-07-28,2021-10-24,7.5,False,7,6,6.5,0
EMP1737,34,F,Divorciado(a),PhD,Remoto,2021-06-15,,,DevOps Engineer,10738,2024-05-26,2024-09-04,2023-06-09,6.8,False,6,7,8.5,0
EMP0178,52,Outro,Solteiro(a),PhD,Remoto,2021-06-16,,,Senior Developer,8850,2023-08-01,2023-04-17,2022-08-23,9.0,True,8,7,9.9,0
EMP1510,27,Outro,Viúvo(a),Technical Degree,Híbrido,2021-06-16,2022-05-30,Voluntária,DevOps Engineer,17747,2021-11-18,2021-06-21,2021-06-16,7.0,False,6,6,5.8,1
EMP0724,54,F,Solteiro(a),Technical Degree,Presencial,2021-06-18,,,Junior Developer,15391,2024-07-25,2024-09-26,2024-09-16,6.5,True,2,1,5.3,0
EMP1431,52,M,Viúvo(a),Bachelor,Remoto,2021-06-18,,,DevOps Engineer,19604,2022-06-11,2023-09-29,2024-04-19,9.9,False,6,6,9.8,0
EMP0938,27,Outro,Casado(a),Bachelor,Remoto,2021-06-22,,,DevOps Engineer,13841,2024-09-14,2021-11-26,2024-04-03,7.1,True,7,4,3.8,0
EMP1563,39,F,Viúvo(a),Bachelor,Híbrido,2021-06-23,,,Junior Developer,11624,2024-07-06,2023-07-14,2024-01-08,7.5,False,7,5,6.5,0
EMP1190,31,F,Viúvo(a),PhD,Remoto,2021-06-24,,,Product Manager,14468,2024-01-30,2021-10-04,2022-01-14,9.3,False,4,5,9.9,0
EMP0584,42,M,Casado(a),Master,Presencial,2021-06-25,,,QA Engineer,20620,2023-07-14,2023-09-28,2023-07-14,6.5,True,1,5,2.3,0
EMP1354,52,Outro,Solteiro(a),PhD,Híbrido,2021-06-25,,,QA Engineer,24488,2023-07-21,2022-10-17,2021-09-20,8.2,True,4,1,9.6,0
EMP0242,54,M,Casado(a),PhD,Remoto,2021-06-25,,,Junior Developer,18146,2024-10-14,2022-08-04,2023-11-12,6.0,False,7,1,6.4,0
EMP0013,27,F,Casado(a),PhD,Remoto,2021-06-25,,,Junior Developer,16494,2021-09-21,2024-01-21,2024-06-27,9.6,True,9,3,4.8,0
EMP0563,30,Outro,Solteiro(a),Master,Presencial,2021-06-26,,,Senior Developer,23820,2022-08-31,2024-09-09,2023-10-27,8.1,False,4,7,9.7,0
EMP0359,32,Outro,Solteiro(a),Master,Presencial,2021-06-27,,,Senior Developer,12031,2021-10-12,2022-03-13,2023-11-06,9.8,True,5,7,7.2,0
EMP1263,26,M,Casado(a),Master,Remoto,2021-06-30,,,QA Engineer,10438,2022-05-25,2023-02-06,2022-11-25,6.2,False,9,2,2.7,0
EMP1678,48,F,Casado(a),Master,Híbrido,2021-06-30,,,QA Engineer,10248,2024-09-03,2022-10-15,2022-10-18,6.9,True,9,4,3.5,0
EMP0021,23,M,Viúvo(a),Master,Híbrido,2021-06-30,2021-12-23,Voluntária,DevOps Engineer,15248,2021-12-02,2021-12-09,2021-08-12,7.1,True,3,4,9.0,1
EMP0515,24,Outro,Solteiro(a),PhD,Remoto,2021-06-30,,,Product Manager,12011,2021-12-16,2023-11-16,2021-12-08,9.8,True,4,5,7.7,0
EMP0278,30,Outro,Viúvo(a),Master,Presencial,2021-07-01,,,Product Manager,24604,2021-07-06,2023-01-31,2023-03-04,8.7,False,6,1,9.0,0
EMP0785,45,F,Casado(a),Bachelor,Presencial,2021-07-03,,,Senior Developer,9503,2024-04-07,2022-04-27,2021-11-09,9.4,False,7,7,4.5,0
EMP1063,23,M,Solteiro(a),PhD,Remoto,2021-07-04,,,Product Manager,15419,2024-09-01,2021-11-07,2022-05-09,7.5,False,3,6,9.7,0
EMP1090,33,F,Solteiro(a),Master,Remoto,2021-07-04,,,Product Manager,11512,2023-08-05,2021-08-14,2023-05-26,6.9,True,3,6,3.7,0
EMP1842,34,Outro,Viúvo(a),Technical Degree,Remoto,2021-07-05,,,QA Engineer,12015,2023-10-24,2024-07-27,2024-09-27,6.1,False,7,7,9.2,0
EMP1094,24,F,Viúvo(a),PhD,Híbrido,2021-07-05,2023-12-05,Involuntária,Data Scientist,18671,2023-03-16,2023-04-27,2021-10-04,9.8,False,6,4,4.0,1
EMP1005,35,F,Solteiro(a),Technical Degree,Presencial,2021-07-07,,,UX Designer,21210,2022-07-10,2021-08-29,2023-04-21,8.1,True,6,5,4.8,0
EMP0756,43,Outro,Casado(a),PhD,Remoto,2021-07-09,,,QA Engineer,24054,2021-10-12,2021-12-08,2023-02-03,9.9,True,9,3,3.9,0
EMP1199,29,Outro,Solteiro(a),Bachelor,Híbrido,2021-07-10,,,Senior Developer,14054,2023-09-07,2024-03-15,2023-11-20,7.7,False,3,1,5.5,0
EMP0971,28,F,Casado(a),Master,Presencial,2021-07-10,,,QA Engineer,22824,2022-10-31,2021-12-09,2022-08-29,7.8,True,9,5,2.9,0
EMP0099,38,M,Solteiro(a),Master,Remoto,2021-07-11,,,Data Scientist,13041,2023-02-08,2022-09-15,2023-06-13,6.6,True,9,7,8.9,0
EMP1525,28,Outro,Casado(a),Master,Remoto,2021-07-11,,,DevOps Engineer,19477,2024-04-13,2022-07-30,2023-04-28,7.5,False,5,1,5.6,0
EMP0403,35,M,Viúvo(a),PhD,Presencial,2021-07-11,,,QA Engineer,19031,2024-01-04,2023-11-26,2024-03-31,9.3,False,4,5,3.0,0
EMP0643,44,M,Solteiro(a),Technical Degree,Remoto,2021-07-12,,,Junior Developer,17388,2022-08-10,2022-02-27,2023-05-20,8.6,False,1,3,3.5,0
EMP1880,51,F,Solteiro(a),Bachelor,Remoto,2021-07-12,2023-06-28,Voluntária,Product Manager,11819,2022-04-14,2022-04-11,2021-10-20,8.7,False,4,5,7.5,1
EMP1359,27,M,Divorciado(a),Technical Degree,Remoto,2021-07-14,,,Data Scientist,22580,2023-01-04,2024-10-11,2024-08-01,6.5,False,9,5,1.5,0
EMP0619,52,F,Solteiro(a),PhD,Remoto,2021-07-14,,,QA Engineer,15303,2023-02-23,2022-03-20,2024-09-30,7.2,False,7,2,7.1,0
EMP1732,32,Outro,Viúvo(a),PhD,Presencial,2021-07-16,,,Junior Developer,12663,2023-05-21,2024-06-29,2023-11-10,6.5,False,3,3,7.0,0
EMP0159,35,M,Viúvo(a),Technical Degree,Híbrido,2021-07-16,,,Tech Lead,14884,2024-01-02,2021-12-21,2023-02-21,9.2,True,8,2,6.5,0
EMP0855,50,M,Viúvo(a),Technical Degree,Remoto,2021-07-16,,,Senior Developer,9846,2022-10-19,2024-07-21,2023-02-27,7.2,False,6,2,1.9,0
